what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342962160219
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1342962163775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962165973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962169350
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1342962169964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962171890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962177564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962185596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962194243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962197325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962200430
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1342962201620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962202354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962233266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962238413
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1342962238628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962238906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1342962243369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962246195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962249479
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1342962250568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962251383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962280865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962284943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962290424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962293852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962300051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342962304202
