what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1343353984447
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1343353984449
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1343353984450
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1343353984450
os,sysinfo,,,"macosx",1343353984453
arch,sysinfo,,,"x86_64",1343353984453
ws,sysinfo,,,"cocoa",1343353984453
locale,sysinfo,,,"en_US",1343353984453
processors,sysinfo,,,"8",1343353984453
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1343353984453
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-11M3720",1343353984453
java.specification.name,sysinfo,,,"Java Platform API Specification",1343353984453
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343353984453
java.specification.version,sysinfo,,,"1.6",1343353984453
java.vendor,sysinfo,,,"Apple Inc.",1343353984453
java.version,sysinfo,,,"1.6.0_33",1343353984453
java.vm.info,sysinfo,,,"mixed mode",1343353984453
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1343353984453
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1343353984453
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1343353984453
java.vm.specification.version,sysinfo,,,"1.0",1343353984453
java.vm.vendor,sysinfo,,,"Apple Inc.",1343353984453
java.vm.version,sysinfo,,,"20.8-b03-424",1343353984453
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1343353985838
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1343353989170
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1343353992654
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1343353992984
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1343353994053
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1343353994069
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1343353994069
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1343353994090
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1343353994151
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1343353994153
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1343353994252
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1343353994260
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1343353994320
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1343353994362
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1343353994366
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1343353994441
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1343353994472
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343353994516
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1343353995948
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343354005833
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343354008888
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1343354019388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343354036610
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1343354067690
started,bundle,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch",1343354069454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354069479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354073041
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1343354075365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354076545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354093987
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1343354095781
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1343354095813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1343354100304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354102159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354105190
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1343354105424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354106805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354174328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354177154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354179919
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1343354180147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354182863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354337533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354342204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354343807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354352482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354390363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354392626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354405064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354412281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354418158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354421010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354422382
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343354422537
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1343354422985
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1343354422985
stopped,bundle,com.android.ide.eclipse.ndk,20.0.1.v201207132230-403220,"com.android.ide.eclipse.ndk",1343354422986
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,20.0.1.v201207132230-403220,"overlay.com.android.ide.eclipse.adt.overlay",1343354422986
stopped,bundle,com.android.ide.eclipse.adt,20.0.1.v201207132230-403220,"com.android.ide.eclipse.adt",1343354422986
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1343354422986
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1343354422987
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1343354422990
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1343354422990
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1343354422990
stopped,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1343354422990
stopped,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1343354422990
stopped,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1343354422990
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1343354422990
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1343354422991
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1343354422991
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1343354422993
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1343354422993
